Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
385,Stunky,,434,♀,409,82,11,14,12,82.2,13.0,13.0,,,,"2026-07-02 18:08",12/24/2024,,,0,1,0,1921,37.58%,2557,94.36%,50164,110,Skuntank,,1,91.06%,367,96.98%,500164,410,Skuntank,,1,41.51%,2396,92.32%,9964,15,Stunky,,1,
386,Toucannon,,733,♀,1494,121,12,11,14,82.2,20.0,20.0,,,,"2026-07-02 18:08",12/25/2024,,,0,0,0,2500,76.04%,982,96.12%,0,0,Toucannon,,0,54.65%,1858,96.34%,161000,160,Toucannon,,0,,,,,,,,,
387,Sobble,,816,♂,615,89,14,14,13,91.1,20.0,20.0,,,,"2026-07-02 18:08",12/26/2024,,,0,0,0,2500,64.96%,1436,95.69%,56000,75,Drizzile,,0,36.36%,2607,95.58%,70000,187,Inteleon,,0,,,,,,,,,
388,Abomasnow,Normal,460,♂,1318,132,12,13,14,86.7,20.0,20.0,,,,"2026-07-02 18:08",12/26/2024,,,0,0,0,2500,59.29%,1668,95.50%,14000,13,Abomasnow,Normal,0,90.09%,407,97.33%,376000,248,Abomasnow,Normal,0,,,,,,,,,
389,Eevee,,133,♂,269,64,14,13,15,93.3,9.0,9.0,,,,"2026-07-02 18:08",,,,0,0,0,1000,78.02%,901,96.26%,23200,53,Vaporeon,,0,71.01%,1188,96.79%,102000,123,Flareon,,0,54.97%,1845,92.91%,21300,26,Eevee,,0,
390,Machamp,,68,♂,1742,132,15,15,14,97.8,20.0,20.0,,,,"2026-07-02 18:08",,,,0,0,0,2500,,,,,,,,,48.72%,2101,95.77%,60500,54,Machamp,,0,,,,,,,,,
391,Meowth,Normal,52,,160,46,14,14,5,73.3,8.0,8.0,,,,"2026-07-02 18:08",12/29/2024,,,0,1,0,961,31.94%,2788,94.06%,202326,274,Persian,Normal,1,96.58%,141,95.30%,402600,258,Persian,Normal,2,28.69%,2921,90.21%,79326,100,Meowth,Normal,1,
392,Amaura,,698,♂,776,118,15,14,15,97.8,20.0,20.0,,,,"2026-07-02 18:08",12/30/2024,,,0,0,0,2500,99.32%,29,98.52%,417000,248,Amaura,,0,53.36%,1911,95.83%,103000,142,Aurorus,,0,,,,,,,,,
393,Hoothoot,,163,♂,288,86,15,15,13,95.6,15.0,15.0,,,,"2026-07-02 18:08",12/30/2024,,,0,0,0,1900,58.95%,1682,95.27%,60400,104,Noctowl,,0,99.90%,5,99.00%,496400,318,Noctowl,,0,39.39%,2483,89.96%,60400,54,Hoothoot,,0,
394,Komala,,775,♂,1475,106,15,15,15,100.0,20.0,20.0,,,,"2026-07-02 18:08",1/1/7075,,,0,0,0,2500,45.69%,2225,94.54%,0,0,Komala,,0,65.18%,1427,96.38%,178000,182,Komala,,0,,,,,,,,,
395,Jigglypuff,,39,♂,641,199,15,12,13,88.9,34.0,34.0,,,,"2026-07-02 18:08",1/1/2025,,,0,0,0,0,97.26%,113,93.79%,352000,134,Jigglypuff,,0,97.97%,84,96.40%,352000,184,Wigglytuff,,0,,,,,,,,,
396,Lopunny,Normal,428,♂,1878,134,15,14,15,97.8,34.0,34.0,,,,"2026-07-02 18:08",1/6/2025,,,0,0,0,0,,,,,,,,,99.98%,2,99.52%,352000,134,Lopunny,Normal,0,,,,,,,,,
397,Archen,,566,♂,667,76,15,11,13,86.7,13.0,13.0,,,,"2026-07-02 18:08",1/7/2025,,,0,1,0,1921,79.63%,835,96.16%,12244,68,Archeops,,1,50.53%,2027,95.47%,84964,143,Archeops,,1,,,,,,,,,
398,Overqwil,,904,♀,1669,127,15,12,15,93.3,20.0,20.0,,,,"2026-07-02 18:08",1/8/2025,,,0,0,0,2500,,,,,,,,,10.28%,3675,94.44%,70000,62,Overqwil,,0,,,,,,,,,
399,Croagunk,,453,♀,398,76,13,14,14,91.1,15.0,15.0,,,,"2026-07-02 18:07",1/16/2025,,,0,0,0,1900,29.52%,2887,93.53%,26400,74,Toxicroak,,0,71.99%,1148,96.80%,277400,318,Toxicroak,,0,53.80%,1893,92.54%,14200,14,Croagunk,,0,
400,Deoxys,Attack,386,,1750,98,11,12,10,73.3,25.0,25.0,,,,"2026-07-02 18:07",1/17/7075,,,0,0,0,4000,,,,,,,,,84.49%,636,96.75%,225000,220,Deoxys,Attack,0,,,,,,,,,
401,Palkia,Normal,484,,1430,96,12,8,11,68.9,13.0,13.0,,,,"2026-07-02 18:07",1/18/2025,,,0,1,0,1921,72.92%,1110,95.97%,1921,3,Palkia,Normal,1,41.56%,2394,95.19%,50164,60,Palkia,Normal,1,,,,,,,,,
402,Barboach,,339,♂,179,55,15,12,12,86.7,8.0,8.0,,,,"2026-07-02 18:07",1/19/2025,,,0,1,0,961,33.70%,2716,93.88%,88326,158,Whiscash,,1,99.88%,6,99.36%,402600,258,Whiscash,,2,55.51%,1823,92.65%,961,52,Whiscash,,1,
403,Bunnelby,,659,♂,226,66,14,11,12,82.2,15.0,15.0,,,,"2026-07-02 18:07",1/21/2025,,,0,0,0,1900,41.27%,2406,93.43%,277400,318,Diggersby,,0,97.05%,122,95.79%,496400,318,Diggersby,,0,40.29%,2446,88.85%,174400,170,Bunnelby,,0,
404,Ninetales,Normal,38,♂,485,67,15,6,2,51.1,8.0,8.0,,,,"2026-07-02 18:07",1/21/2025,,,0,1,0,961,1.49%,4035,91.34%,75126,96,Ninetales,Normal,1,73.80%,1074,94.26%,402600,213,Ninetales,Normal,2,24.30%,3101,89.21%,0,0,Ninetales,Normal,1,
405,Steelix,Normal,208,♀,1023,101,14,12,15,91.1,15.0,15.0,,,,"2026-07-02 18:07",,,,0,0,0,1900,60.93%,1601,94.96%,32400,30,Steelix,Normal,0,65.64%,1408,95.72%,322400,268,Steelix,Normal,0,,,,,,,,,
406,Gastly,,92,♂,270,43,10,15,15,88.9,8.0,8.0,,,,"2026-07-02 18:07",1/24/2025,,,0,1,0,961,95.04%,204,97.71%,37686,182,Gengar,Normal,1,76.24%,974,96.68%,155526,295,Gengar,Normal,1,95.97%,166,96.53%,18725,33,Gastly,,1,
407,Ralts,,280,♂,392,77,13,15,15,95.6,26.0,26.0,,,,"2026-07-02 18:07",1/25/2025,,,0,0,0,4000,99.90%,5,98.48%,436000,239,Kirlia,,0,88.82%,459,97.84%,21500,145,Gardevoir,Normal,0,74.48%,1046,92.03%,114000,116,Ralts,,0,
408,Charizard,Normal,6,♂,2867,156,15,15,12,93.3,40.0,40.0,,,,"2026-07-02 18:07",1/26/2025,,,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,
409,Skorupi,,451,,203,49,6,9,13,62.2,8.0,8.0,,,,"2026-07-02 18:07",1/30/2025,,,0,1,0,961,63.22%,1507,95.58%,63126,134,Drapion,,1,83.81%,664,96.94%,280400,260,Drapion,,2,57.51%,1741,92.82%,40326,60,Skorupi,,1,
410,Nosepass,,299,♀,555,66,15,15,10,88.9,20.0,20.0,,,,"2026-07-02 18:07",7/2/7075,,,0,0,0,2500,36.90%,2585,93.60%,35000,81,Probopass,,0,98.07%,80,97.18%,475000,298,Probopass,,0,,,,,,,,,
411,Grookey,,810,♂,605,90,13,13,15,91.1,20.0,20.0,,,,"2026-07-02 18:07",2/3/2025,,,0,0,0,2500,28.69%,2921,94.01%,56000,75,Thwackey,,0,74.87%,1030,96.89%,43000,163,Rillaboom,,0,,,,,,,,,
412,Sobble,,816,♂,462,77,15,13,13,91.1,15.0,15.0,,,,"2026-07-02 18:07",,,,0,0,0,1900,59.29%,1668,95.41%,77400,95,Drizzile,,0,29.06%,2906,95.31%,91400,207,Inteleon,,0,50.09%,2045,92.17%,3800,4,Sobble,,0,
413,Burmy,,412,♀,201,69,13,13,15,91.1,15.0,15.0,,,,"2026-07-02 18:07",2/5/2025,,,0,0,0,1900,49.26%,2066,95.19%,190400,240,Wormadam,Plant,0,99.14%,36,97.71%,496400,318,Wormadam,Plant,0,97.26%,113,96.13%,358400,268,Burmy,,0,
414,Burmy,,412,♀,205,68,15,14,12,91.1,15.0,15.0,,,,"2026-07-02 18:07",7/6/7075,,,0,0,0,1900,17.69%,2861,93.64%,182400,230,Wormadam,Plant,0,99.43%,23,98.09%,496400,318,Wormadam,Plant,0,90.50%,390,94.09%,310400,268,Burmy,,0,
415,Burmy,,412,♀,203,68,15,11,13,86.7,15.0,15.0,,,,"2026-07-02 18:07",2/6/2025,,,0,0,0,1900,26.75%,2904,93.89%,190400,240,Wormadam,Plant,0,98.76%,47,97.26%,496400,318,Wormadam,Plant,0,85.84%,581,93.18%,334400,268,Burmy,,0,
416,Shelmet,,616,♂,111,42,15,15,11,91.1,5.0,5.0,,,,"2026-07-02 18:07",2/9/2025,,,0,0,0,600,56.41%,1786,95.22%,50600,255,Accelgor,,0,67.20%,1344,96.28%,320600,496,Accelgor,,0,21.61%,3211,89.38%,2400,204,Accelgor,,0,
417,Nidoran♀,,29,,155,55,15,11,14,88.9,7.0,7.0,,,,"2026-07-02 18:07",2/11/2025,,,0,0,0,800,98.88%,47,96.42%,515200,317,Nidorina,,0,25.03%,3071,94.66%,285200,417,Nidoqueen,,0,49.60%,2065,92.61%,14000,43,Nidorina,,0,
418,Cutiefly,,742,♂,595,88,14,12,15,91.1,24.0,24.0,,,,"2026-07-02 18:07",2/13/2025,,,0,0,0,3500,64.76%,1444,95.81%,0,50,Ribombee,,0,99.07%,39,97.68%,451000,276,Ribombee,,0,,,,,,,,,
419,Nymble,,919,♂,250,61,15,15,12,93.3,15.0,15.0,,,,"2026-07-02 18:07",2/15/2025,,,0,0,0,1900,27.37%,2975,93.77%,35400,83,Lokix,,0,92.41%,312,97.40%,397400,318,Lokix,,0,26.30%,3019,89.49%,91400,82,Nymble,,0,
420,Staraptor,,398,♂,2374,152,14,13,11,84.4,30.0,30.0,,,,"2026-07-02 18:07",2/16/2025,,,0,0,0,5000,,,,,,,,,49.30%,2077,96.08%,34000,32,Staraptor,,0,,,,,,,,,
421,Drifloon,,425,♂,393,101,12,12,13,82.2,12.0,12.0,,,,"2026-07-02 18:07",2/16/2025,,,0,0,0,1300,47.69%,2143,94.22%,44400,95,Drifblim,,0,72.48%,1128,95.62%,393400,330,Drifblim,,0,39.05%,2497,91.41%,9000,12,Drifloon,,0,
422,Garchomp,Normal,445,♂,2799,169,12,15,15,93.3,25.0,25.0,,,,"2026-07-02 18:07",,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
423,Butterfree,,12,♂,555,74,10,14,14,84.4,11.0,11.0,,,,"2026-07-02 18:07",,,,0,0,0,1300,64.22%,1466,95.99%,103000,98,Butterfree,,0,98.14%,77,96.61%,508000,284,Butterfree,,0,,,,,,,,,
424,Druddigon,,621,♂,1532,118,12,14,14,88.9,20.0,20.0,,,,"2026-07-02 18:07",7/19/7075,,,0,0,0,0,,,,,,,,,61.54%,1576,96.48%,137000,130,Druddigon,,0,,,,,,,,,
425,Diglett,Normal,50,♂,272,39,12,14,10,80.0,15.0,15.0,,,,"2026-07-02 18:07",2/19/2025,,,0,1,0,2280,60.42%,1622,95.53%,283680,379,Dugtrio,Normal,1,99.19%,34,97.56%,402600,258,Dugtrio,Normal,2,67.06%,1350,93.52%,13800,13,Diglett,Normal,2,
426,Scizor,Normal,212,♂,1264,96,14,11,14,86.7,15.0,15.0,,,,"2026-07-02 18:07",2/19/2025,,,0,0,0,1900,31.16%,2820,94.09%,9800,10,Scizor,Normal,0,37.85%,2546,95.20%,91400,82,Scizor,Normal,0,,,,,,,,,
427,Luvdisc,,370,♀,578,92,12,12,14,84.4,25.0,25.0,,,,"2026-07-02 18:07",2/22/2025,,,0,0,0,4000,97.00%,124,94.03%,444000,220,Luvdisc,,0,97.00%,124,94.03%,444000,220,Luvdisc,,0,,,,,,,,,
428,Anorith,,347,,535,67,6,14,13,73.3,13.0,13.0,,,,"2026-07-02 18:07",,,,0,1,0,1921,93.06%,285,97.42%,380164,360,Anorith,,1,85.98%,575,97.68%,180964,240,Armaldo,,1,,,,,,,,,
429,Gothita,,574,,345,65,15,15,9,86.7,13.0,13.0,,,,"2026-07-02 18:06",2/23/2025,,,0,0,0,1600,55.68%,1816,94.88%,38800,163,Gothitelle,,0,43.76%,2304,94.85%,328800,401,Gothitelle,,0,17.17%,3393,89.99%,20600,22,Gothita,,0,
430,Virizion,,640,,2097,148,10,15,13,84.4,25.0,25.0,,,,"2026-07-02 18:06",,,,0,0,0,4000,,,,,,,,,53.48%,1906,96.14%,39000,34,Virizion,,0,,,,,,,,,
431,Golett,,622,,1081,125,14,14,12,88.9,35.0,35.0,,,,"2026-07-02 18:06",2/25/2025,,,0,0,0,8000,98.95%,44,96.27%,338000,118,Golett,,0,98.95%,44,96.27%,338000,118,Golett,,0,,,,,,,,,
432,Terrakion,,639,,2078,133,13,12,14,86.7,20.0,20.0,,,,"2026-07-02 18:06",2/25/2025,,,0,0,0,2500,,,,,,,,,75.48%,1005,96.67%,24000,22,Terrakion,,0,,,,,,,,,
433,Cobalion,,638,,1676,130,12,13,10,77.8,20.0,20.0,,,,"2026-07-02 18:06",2/25/2025,,,0,0,0,2500,,,,,,,,,17.78%,3368,94.51%,70000,62,Cobalion,,0,,,,,,,,,
434,Virizion,,640,,1695,130,14,14,10,84.4,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,5.32%,3878,93.61%,65000,58,Virizion,,0,,,,,,,,,
435,Tornadus,Therian,641,♂,1777,118,11,12,11,75.6,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,65.37%,1419,95.91%,56000,50,Tornadus,Therian,0,,,,,,,,,
436,Thundurus,Therian,642,♂,2053,121,12,12,15,86.7,20.0,20.0,,,,"2026-07-02 18:06",,,,0,0,0,2500,,,,,,,,,47.01%,2171,95.69%,24000,22,Thundurus,Therian,0,,,,,,,,,
437,Landorus,Therian,645,♂,2186,130,12,11,13,80.0,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,42.61%,2351,95.40%,14000,13,Landorus,Therian,0,,,,,,,,,
438,Genesect,Normal,649,,1899,111,14,15,13,93.3,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,48.06%,2128,95.64%,39000,34,Genesect,Normal,0,,,,,,,,,
439,Genesect,Normal,649,,1882,111,13,14,12,86.7,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,73.80%,1074,96.66%,43000,38,Genesect,Normal,0,,,,,,,,,
440,Genesect,Normal,649,,1888,112,15,10,14,86.7,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,20.66%,3250,94.49%,39000,34,Genesect,Normal,0,,,,,,,,,
441,Genesect,Normal,649,,1873,111,11,14,13,84.4,20.0,20.0,,,,"2026-07-02 18:06",2/26/2025,,,0,0,0,2500,,,,,,,,,74.55%,1043,96.68%,43000,38,Genesect,Normal,0,,,,,,,,,
442,Pikachu,Normal,25,♀,387,64,15,8,14,82.2,15.0,15.0,,,,"2026-07-02 18:06",2/27/2025,,,0,0,0,1900,38.44%,2522,93.89%,48900,95,Raichu,Normal,0,96.41%,148,95.78%,496400,318,Raichu,Normal,0,12.60%,3580,89.09%,16400,16,Pikachu,Normal,0,
443,Spheal,,363,♀,207,67,14,12,8,75.6,8.0,8.0,,,,"2026-07-02 18:06",2/27/2025,,,0,1,0,961,33.55%,2722,94.05%,62400,83,Sealeo,,2,37.07%,2578,95.22%,98400,217,Walrein,,2,69.82%,1237,94.20%,5522,35,Sealeo,,1,
444,Cubchoo,,613,♂,895,115,14,12,10,80.0,31.0,31.0,,,,"2026-07-02 18:06",2/28/2025,,,0,0,0,6000,95.73%,176,93.11%,390000,174,Cubchoo,,0,95.73%,176,93.11%,390000,174,Cubchoo,,0,,,,,,,,,
445,Rufflet,,627,♂,632,94,15,15,11,91.1,15.0,15.0,,,,"2026-07-02 18:06",,,,0,0,0,1900,59.54%,1658,94.41%,266400,268,Rufflet,,0,62.27%,1546,96.32%,81900,124,Braviary,Normal,0,,,,,,,,,
446,Pikachu,Normal,25,♂,390,64,13,13,14,88.9,15.0,15.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,1900,80.17%,813,95.91%,48900,95,Raichu,Normal,0,99.15%,36,97.85%,496400,318,Raichu,Normal,0,48.60%,2106,91.90%,16400,16,Pikachu,Normal,0,
447,Metagross,Normal,376,,1619,106,14,15,15,97.8,15.0,15.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,1900,,,,,,,,,76.12%,979,96.77%,38400,36,Metagross,Normal,0,,,,,,,,,
448,Cubone,,104,♂,367,68,15,15,6,80.0,13.0,13.0,,,,"2026-07-02 18:06",3/1/2025,,,0,1,0,1921,22.17%,3188,93.38%,33600,78,Marowak,Normal,2,96.58%,141,95.77%,402600,258,Marowak,Normal,2,14.07%,3520,89.61%,19444,27,Cubone,,1,
449,Deerling,,585,♂,482,87,14,15,15,97.8,15.0,15.0,,,,"2026-07-02 18:06",,,,0,0,0,1900,38.80%,2507,94.09%,29400,77,Sawsbuck,,0,83.37%,682,97.16%,310400,318,Sawsbuck,,0,74.51%,1045,93.90%,1900,2,Deerling,,0,
450,Kyurem,Normal,646,,2010,153,13,14,12,86.7,20.0,20.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,0,,,,,,,,,29.52%,2887,94.72%,27500,25,Kyurem,Normal,0,,,,,,,,,
451,Serperior,,497,♂,810,89,12,15,5,71.1,13.0,13.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,1600,50.31%,2036,94.87%,51800,50,Serperior,,0,87.25%,523,96.68%,502800,276,Serperior,,0,,,,,,,,,
452,Kyurem,Normal,646,,1973,152,10,13,10,73.3,20.0,20.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,0,,,,,,,,,51.06%,2005,95.58%,31000,28,Kyurem,Normal,0,,,,,,,,,
453,Emboar,,500,♂,1431,141,12,15,15,93.3,17.0,17.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,2200,57.02%,1761,95.49%,2200,2,Emboar,,0,70.96%,1190,96.62%,83800,74,Emboar,,0,,,,,,,,,
454,Cherubi,,420,♀,421,81,4,4,15,51.1,18.0,18.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,2200,84.74%,626,96.80%,65400,108,Cherrim,,0,51.75%,1977,87.90%,484400,306,Cherrim,,0,62.81%,1524,93.04%,14400,12,Cherubi,,0,
455,Samurott,Normal,503,♂,2394,167,14,14,13,91.1,30.0,30.0,,,,"2026-07-02 18:06",,,,0,0,0,5000,,,,,,,,,64.05%,1473,96.51%,28000,26,Samurott,Normal,0,,,,,,,,,
456,Deerling,,585,♂,483,87,15,14,14,95.6,15.0,15.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,1900,35.75%,2632,93.94%,29400,77,Sawsbuck,,0,71.67%,1161,96.42%,310400,318,Sawsbuck,,0,59.05%,1678,92.75%,1900,2,Deerling,,0,
457,Kyurem,Normal,646,,1998,152,14,12,10,80.0,20.0,20.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,0,,,,,,,,,74.90%,1029,96.55%,31000,28,Kyurem,Normal,0,,,,,,,,,
458,Unown,,201,,615,83,3,4,0,15.6,22.0,22.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,3000,3.17%,3966,73.92%,464000,238,Unown,,0,3.17%,3966,73.92%,464000,238,Unown,,0,,,,,,,,,
459,Deerling,,585,♂,481,87,14,15,14,95.6,15.0,15.0,,,,"2026-07-02 18:06",3/1/2025,,,0,0,0,1900,38.80%,2507,94.09%,29400,77,Sawsbuck,,0,74.02%,1065,96.57%,310400,318,Sawsbuck,,0,60.51%,1618,92.85%,1900,2,Deerling,,0,
460,Kyurem,Normal,646,,1979,154,10,12,13,77.8,20.0,20.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,0,,,,,,,,,66.08%,1390,96.18%,31000,28,Kyurem,Normal,0,,,,,,,,,
461,Unown,,201,,182,46,14,6,10,66.7,6.0,6.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,600,77.46%,924,87.99%,516400,294,Unown,,0,77.46%,924,87.99%,516400,294,Unown,,0,9.82%,3694,89.74%,21900,28,Unown,,0,
462,Serperior,,497,♂,2002,145,15,13,14,93.3,32.0,32.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,6000,,,,,,,,,95.53%,184,98.20%,320000,162,Serperior,,0,,,,,,,,,
463,Simisage,,512,♂,1171,110,14,8,14,80.0,18.0,18.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,2200,56.51%,1782,95.10%,26400,24,Simisage,,0,80.29%,808,96.11%,412400,256,Simisage,,0,,,,,,,,,
464,Simisear,,514,♂,2127,146,14,11,12,82.2,35.0,35.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,0,,,,,,,,,83.32%,684,96.35%,252000,118,Simisear,,0,,,,,,,,,
465,Zekrom,,644,,2865,146,15,12,15,93.3,25.0,25.0,,,,"2026-07-02 18:05",,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
466,Kyurem,Normal,646,,2019,152,14,15,11,88.9,20.0,20.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,0,,,,,,,,,51.79%,1975,95.61%,27500,25,Kyurem,Normal,0,,,,,,,,,
467,Landorus,Normal,645,♂,1978,130,10,10,13,73.3,20.0,20.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,2500,,,,,,,,,55.68%,1816,95.98%,31000,28,Landorus,Normal,0,,,,,,,,,
468,Tornadus,Normal,641,♂,1902,120,15,15,13,95.6,20.0,20.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,2500,,,,,,,,,43.93%,2297,95.30%,39000,34,Tornadus,Normal,0,,,,,,,,,
469,Thundurus,Normal,642,♂,1876,121,13,11,15,86.7,20.0,20.0,,,,"2026-07-02 18:05",3/1/2025,,,0,0,0,2500,,,,,,,,,71.84%,1154,96.36%,43000,38,Thundurus,Normal,0,,,,,,,,,
470,Larvesta,,636,♂,847,94,15,15,12,93.3,20.0,20.0,,,,"2026-07-02 18:05",3/2/2025,,,0,0,0,2500,60.42%,1622,94.49%,235000,248,Larvesta,,0,50.09%,2045,95.29%,24000,422,Volcarona,,0,,,,,,,,,
471,Sigilyph,,561,♀,1437,112,15,12,13,88.9,20.0,20.0,,,,"2026-07-02 18:05",2/7/7075,,,0,0,0,2500,24.15%,3107,93.79%,2500,2,Sigilyph,,0,42.44%,2358,95.68%,215000,233,Sigilyph,,0,,,,,,,,,
472,Kyurem,Normal,646,,2519,171,13,15,12,88.9,25.0,25.0,,,,"2026-07-02 18:05",3/2/2025,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
473,Kyurem,Normal,646,,2015,155,15,10,15,88.9,20.0,20.0,,,,"2026-07-02 18:05",3/2/2025,,,0,0,0,0,,,,,,,,,23.79%,3122,94.49%,27500,25,Kyurem,Normal,0,,,,,,,,,
474,Maractus,,556,♂,1283,115,15,13,13,91.1,20.0,20.0,,,,"2026-07-02 18:05",3/3/2025,,,0,0,0,2500,33.11%,2740,94.30%,17000,16,Maractus,,0,96.14%,159,97.81%,431000,248,Maractus,,0,,,,,,,,,
475,Sawk,,539,♂,1578,117,15,12,15,93.3,20.0,20.0,,,,"2026-07-02 18:05",3/3/2025,,,0,0,0,2500,,,,,,,,,37.56%,2558,95.66%,109000,98,Sawk,,0,,,,,,,,,
476,Shellos,,422,♀,339,87,11,11,15,82.2,11.0,11.0,,,,"2026-07-02 18:05",3/7/2025,,,0,0,0,1300,32.04%,2784,94.03%,50000,102,Gastrodon,,0,94.26%,236,97.56%,464000,334,Gastrodon,,0,46.15%,2206,92.47%,15400,20,Shellos,,0,
477,Skeledirge,,911,♂,2700,185,13,15,15,95.6,33.0,33.0,,,,"2026-07-02 18:05",3/8/2025,,,0,0,0,7000,,,,,,,,,,,,,,,,,,,,,,,,,
478,Skeledirge,,911,♂,3180,199,15,14,13,93.3,44.5,44.5,,,,"2026-07-02 18:05",3/8/2025,,,0,0,0,12000,,,,,,,,,,,,,,,,,,,,,,,,,
479,Reuniclus,,579,,1495,144,15,14,13,93.3,18.0,18.0,,,,"2026-07-02 18:05",3/10/2025,,,0,0,0,2200,74.97%,1026,96.47%,0,0,Reuniclus,,0,47.94%,2133,96.03%,84400,74,Reuniclus,,0,,,,,,,,,
480,Machop,,66,♀,498,93,15,10,15,88.9,14.0,14.0,,,,"2026-07-02 18:05",,,,0,0,0,1600,25.25%,3062,93.75%,63600,83,Machoke,,0,51.18%,2000,95.86%,89600,207,Machamp,,0,61.49%,1578,93.78%,0,0,Machop,,0,
481,Scizor,Normal,212,♀,1085,89,11,13,13,82.2,13.0,13.0,,,,"2026-07-02 18:05",3/11/2025,,,0,1,0,0,27.94%,2952,93.93%,19444,27,Scizor,Normal,1,36.68%,2594,95.15%,35600,35,Scizor,Normal,2,,,,,,,,,
482,Cranidos,,408,♂,401,67,13,14,12,86.7,8.0,8.0,,,,"2026-07-02 18:05",3/13/2025,,,0,1,0,961,80.42%,803,96.28%,130326,147,Cranidos,,1,89.74%,421,97.22%,13800,58,Rampardos,,2,38.32%,2527,91.62%,3122,6,Cranidos,,1,
483,Wynaut,,360,♀,300,136,15,13,13,91.1,20.0,20.0,,,,"2026-07-02 18:05",3/13/2025,,,0,0,0,2500,99.41%,25,97.76%,475000,273,Wobbuffet,,0,99.41%,25,97.76%,475000,273,Wobbuffet,,0,59.02%,1679,90.97%,161000,160,Wynaut,,0,
484,Excadrill,,530,♂,2740,188,12,14,15,91.1,30.0,30.0,,,,"2026-07-02 18:05",3/12/7075,,,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
485,Pikachu,Normal,25,♂,382,64,11,13,13,82.2,15.0,15.0,,,,"2026-07-02 18:04",3/14/2025,,,0,0,0,1900,62.76%,1526,94.98%,48900,95,Raichu,Normal,0,97.14%,118,96.21%,496400,318,Raichu,Normal,0,78.10%,898,94.10%,18900,18,Pikachu,Normal,0,
486,Pikachu,Normal,25,♂,385,63,13,13,11,82.2,15.0,15.0,,,,"2026-07-02 18:04",3/14/2025,,,0,0,0,1900,44.86%,2259,94.18%,48900,95,Raichu,Normal,0,96.34%,151,95.78%,496400,318,Raichu,Normal,0,30.18%,2860,90.62%,16400,16,Pikachu,Normal,0,
487,Tapu Koko,,785,,2217,123,13,12,13,84.4,25.0,25.0,,,,"2026-07-02 18:04",3/14/2025,,,0,0,0,4000,,,,,,,,,52.75%,1936,95.88%,25000,22,Tapu Koko,,0,,,,,,,,,
488,Vivillon,,666,♂,788,106,15,13,15,95.6,15.0,15.0,,,,"2026-07-02 18:04",3/14/2025,,,0,0,0,0,65.71%,1405,95.60%,81900,74,Vivillon,,0,99.71%,13,98.31%,496400,268,Vivillon,,0,,,,,,,,,
489,Archen,,566,♂,782,83,15,13,15,95.6,15.0,15.0,,,,"2026-07-02 18:04",3/16/2025,,,0,0,0,1900,47.28%,2160,94.77%,81900,74,Archen,,0,35.78%,2631,94.92%,60400,104,Archeops,,0,,,,,,,,,
